gene_id	HSMM.longNonPolyA	BJ.longNonPolyA	NHEK.longNonPolyA	HSMM.longPolyA	MCF.7.longNonPolyA	HUVEC.longNonPolyA	K562.longNonPolyA	BJ.longPolyA	AG04450.longNonPolyA	NHEK.longPolyA	HUVEC.longPolyA	MCF.7.longPolyA	HMEC.longNonPolyA	K562.longPolyA	AG04450.longPolyA	HMEC.longPolyA	NHEK.longNonPolyA.1	HEPG2.longNonPolyA	NHEK.longPolyA.1	HEPG2.longPolyA	SK.N.SH_RA.longNonPolyA	A549.longNonPolyA	SK.N.SH_RA.longPolyA	H1.HESC.longNonPolyA	A549.longPolyA	NHLF.longNonPolyA	H1.HESC.longPolyA	GM12878.longNonPolyA	HELA.S3.longNonPolyA	NHLF.longPolyA	HELA.S3.longPolyA	GM12878.longPolyA	entropyExpr	sumExpr	varianceExpr	averageExpr	minExpr	maxExpr	maxExprType	threeTimesRest	nTimesRest	tissSpec	HSMM.longNonPolyA.ExprLabel	BJ.longNonPolyA.ExprLabel	NHEK.longNonPolyA.ExprLabel	HSMM.longPolyA.ExprLabel	MCF.7.longNonPolyA.ExprLabel	HUVEC.longNonPolyA.ExprLabel	K562.longNonPolyA.ExprLabel	BJ.longPolyA.ExprLabel	AG04450.longNonPolyA.ExprLabel	NHEK.longPolyA.ExprLabel	HUVEC.longPolyA.ExprLabel	MCF.7.longPolyA.ExprLabel	HMEC.longNonPolyA.ExprLabel	K562.longPolyA.ExprLabel	AG04450.longPolyA.ExprLabel	HMEC.longPolyA.ExprLabel	NHEK.longNonPolyA.1.ExprLabel	HEPG2.longNonPolyA.ExprLabel	NHEK.longPolyA.1.ExprLabel	HEPG2.longPolyA.ExprLabel	SK.N.SH_RA.longNonPolyA.ExprLabel	A549.longNonPolyA.ExprLabel	SK.N.SH_RA.longPolyA.ExprLabel	H1.HESC.longNonPolyA.ExprLabel	A549.longPolyA.ExprLabel	NHLF.longNonPolyA.ExprLabel	H1.HESC.longPolyA.ExprLabel	GM12878.longNonPolyA.ExprLabel	HELA.S3.longNonPolyA.ExprLabel	NHLF.longPolyA.ExprLabel	HELA.S3.longPolyA.ExprLabel	GM12878.longPolyA.ExprLabel	expressed	transcriptType	geneType	gene_id_short	external_gene_id	withinSubset	gene_biotype	lncRnaName	label
ENSG00000180712.3	0	6.8e-05	0	0.001439	0.000101	0.00108	0.00055	0.001694	9.6e-05	0.001097	0.005933	0.00247	0	0.001095	0.000984	7e-04	0.000297	0.004068	0.004525	0.014206	0.000259	3.7e-05	0.003964	0.001472	0.001142	0	0.008017	0.38321	0.002023	0.000922	0.001169	2.207037	0.830648269941207	2.649655	0.154801502832338	0.08280171875	0	2.207037	GM12878.longPolyA	GM12878.longPolyA	5.75934083139793	0.701634081960846	none	low	none	low	low	low	low	low	low	low	low	low	none	low	low	low	low	low	low	mid	low	low	low	low	low	none	low	high	low	low	low	high	yes	unknown	derrienLncRNA	ENSG00000180712	ENSG00000180712	rest	nonFunctional	ENSG00000180712	0
ENSG00000182165.12	0.00319	0.008728	0.010551	0.216072	0.037821	0.032509	0.001375	0.54088	0.020545	0.497562	0.548946	0.257277	0.011538	0.031381	0.535097	0.71043	0.052835	0.061159	0.477881	0.327529	0.023521	0.012881	0.620178	0.036003	0.272498	0.014701	0.26958	0.040953	0.059247	0.344413	0.021327	0.300752	4.10773566805726	6.39936	0.050339816112	0.19998	0.001375	0.71043	HMEC.longPolyA	none	1.14552596190126	0.139996950312163	mid	mid	mid	mid	high	mid	low	high	mid	high	high	high	mid	mid	high	high	mid	mid	high	high	high	mid	high	mid	high	mid	high	mid	mid	mid	mid	high	yes	unknown	derrienLncRNA	ENSG00000182165	ENSG00000182165	rest	nonFunctional	ENSG00000182165	0
ENSG00000185044.8	0.015235	0.006066	0.004168	0.016938	0.068998	0.018187	2.175878	0.009654	0.003194	0.02733	0.002015	0.0237	0.006647	0.372265	0.021386	0.015371	0.276016	0.138518	0.015753	0.023644	0.285487	0.042315	0.107324	0	0.032456	0.001466	0.000262	0.141743	0.122108	0.036042	0.017929	0.026609	2.73905862532298	4.054704	0.148272644961161	0.1267095	0	2.175878	K562.longNonPolyA	K562.longNonPolyA	5.84497065262649	0.468140842738178	mid	mid	mid	mid	high	mid	high	low	mid	low	low	mid	low	high	mid	low	high	high	mid	mid	high	high	mid	none	mid	low	low	high	high	mid	mid	mid	yes	unknown	derrienLncRNA	ENSG00000185044	ENSG00000185044	rest	nonFunctional	ENSG00000185044	0
ENSG00000185433.4	0	0	0	0.000241	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000602	0.000504	0	0	0	0	0	0	0	0.000178	0.163232	0	0	0.000128	1.060937	0.583386235410411	1.225822	0.0356540399878024	0.0383069375	0	1.060937	GM12878.longPolyA	GM12878.longPolyA	6.4995650362674	0.734000033126572	none	none	none	low	none	none	none	none	none	none	none	none	none	none	none	none	none	low	low	none	none	none	none	none	none	none	low	high	none	none	low	high	yes	unknown	derrienLncRNA	ENSG00000185433	ENSG00000185433	rest	nonFunctional	ENSG00000185433	0
ENSG00000185495.6	0.008957	0.005963	0.005576	0.043328	0.021767	0.015796	0.06248	0.092001	0.008417	0.020163	0.061573	0.064944	0	0.640649	0.048468	0.011838	0.032292	0.041191	0.046043	0.183443	0.006948	0.004885	0.051819	0.062051	0.072421	0.001505	0.143919	0.04776	0.035643	0.088432	0.096372	0.219197	3.94816788409513	2.245841	0.0135060690947732	0.07018253125	0	0.640649	K562.longPolyA	none	2.92270879619703	0.28640447837659	mid	mid	mid	mid	mid	mid	high	mid	mid	low	mid	mid	none	high	mid	low	mid	mid	mid	high	mid	mid	mid	mid	mid	low	mid	high	mid	mid	mid	high	yes	unknown	derrienLncRNA	ENSG00000185495	ENSG00000185495	rest	nonFunctional	ENSG00000185495	0
ENSG00000186594.5	0.027945	0.052497	0.013677	1.466796	0.005953	0.048872	0.004757	1.188879	0.060341	0.930228	0.300155	0.149333	0.008224	0.068185	0.831097	0.24792	0.096765	0.03311	0.572956	0.147183	0.009922	0.023114	0.164078	0.001631	0.4093	0.019233	0.007573	0.001898	0.030527	1.765101	0.200191	0.027385	3.60086723375151	8.914826	0.210936938445577	0.2785883125	0.001631	1.765101	NHLF.longPolyA	none	1.20337183902874	0.217323453462031	high	high	mid	high	mid	mid	mid	high	high	high	high	high	mid	mid	high	mid	high	mid	high	mid	mid	high	mid	low	high	high	low	low	mid	high	high	mid	yes	unknown	derrienLncRNA	ENSG00000186594	ENSG00000186594	rest	nonFunctional	ENSG00000186594	0
ENSG00000187156.4	0	0	0	0	0	0	0.103963	0	0	0	0	0	0	0.422972	0	0	0	0	0	0	0.015557	0	0.309536	0	0	0	0.000425	0	0.001645	0	0	0.000108	1.53230925961545	0.854206	0.00848286936889919	0.0266939375	0	0.422972	K562.longPolyA	none	1.36647110513801	0.438642792067412	none	none	none	none	none	none	high	none	none	none	none	none	none	high	none	none	none	none	none	none	mid	none	high	none	none	none	low	none	low	none	none	low	yes	unknown	derrienLncRNA	ENSG00000187156	ENSG00000187156	rest	nonFunctional	ENSG00000187156	0
ENSG00000188338.8	0.003212	0.000629	0	0.047073	0.001928	0.000961	0.003237	0.008939	0	0.000966	0.013916	0.011827	0	0.010619	0.001602	0.002462	0.00017	0.836326	0.00015	2.13626	0.004174	0.000444	0.025615	0.015712	0.000805	8.1e-05	0.108407	0	0.805192	0.000162	0.000418	0.000439	1.8666494395054	4.041726	0.174720886071222	0.1263039375	0	2.13626	HEPG2.longPolyA	none	2.5543388582921	0.462381146881674	mid	low	none	mid	low	low	mid	low	none	low	low	mid	none	mid	low	low	low	high	low	high	mid	low	mid	mid	low	low	mid	none	high	low	low	low	yes	unknown	derrienLncRNA	ENSG00000188338	ENSG00000188338	rest	nonFunctional	ENSG00000188338	0
ENSG00000189223.6	0.032488	0.031616	0.008755	0.637287	0.102664	0.064789	0.080153	0.763748	0.035931	0.413454	0.419982	0.379591	0	0.394617	0.385183	0.012718	0.170159	0.009126	0.47971	0.001462	5.6e-05	0.002181	0.000428	0.002457	0.022918	0.008638	0.001876	0.082698	0.00438	0.136952	0.017302	0.211699	3.80988774453994	4.915018	0.0446866356568024	0.1535943125	0	0.763748	BJ.longPolyA	none	1.19843649721397	0.180898337439372	high	high	mid	high	high	high	high	high	high	mid	high	high	none	high	high	low	high	low	high	low	low	mid	low	low	mid	mid	low	high	low	mid	mid	high	yes	unknown	derrienLncRNA	ENSG00000189223	ENSG00000189223	rest	nonFunctional	ENSG00000189223	0
ENSG00000189229.10	0	0.000598	0	0	0	0.002146	0.488642	0.00098	0.002666	0	0.002729	0	0	0.295239	0.007113	0	0	0.09739	0.001126	0.021008	0.003158	0	0.005743	0.02944	0.000705	0	0.004042	0.001227	0.113904	0	0.100683	0.017815	2.49536861481038	1.196354	0.0101795214792218	0.0373860625	0	0.488642	K562.longNonPolyA	none	1.65507266993859	0.37691760982145	none	low	none	none	none	low	high	low	mid	none	low	none	none	high	low	none	none	high	low	mid	mid	none	low	mid	low	none	low	low	high	none	mid	mid	yes	unknown	derrienLncRNA	ENSG00000189229	ENSG00000189229	rest	nonFunctional	ENSG00000189229	0
ENSG00000196756.5	0.045571	0.044944	0.010759	0.617847	0.075612	0.065541	1.630231	0.385354	0.045642	0.62879	0.406336	0.204781	0.014345	0.440145	0.120128	0.401404	0.138317	0.569946	0.283447	0.299786	0.023857	0.058285	0.202601	0.412954	0.8151	0.023876	0.429257	0.188695	0.308362	0.378813	0.253165	0.126779	4.35699148574574	9.65067	0.103191224035222	0.3015834375	0.010759	1.630231	K562.longNonPolyA	none	2.0000380321433	0.192721730348527	high	high	mid	high	high	high	high	high	high	high	high	high	mid	high	mid	high	high	high	high	high	high	high	high	high	high	high	high	high	high	mid	high	mid	yes	unknown	derrienLncRNA	ENSG00000196756	ENSG00000196756	rest	nonFunctional	ENSG00000196756	0
ENSG00000203279.2	0	0.00126	0	0.012881	0.005746	0.000344	0.006871	0.026499	0.00627	0.039521	0.013841	0.00692	0	0.074797	0.017992	0.054726	0	0.032871	0.056946	0.155383	0.004645	0.001353	0.055361	0.091441	0.040533	0	0.484296	0.002338	0.032277	0.019333	0.089919	0.020825	3.48617853059072	1.355189	0.00775338047603931	0.04234965625	0	0.484296	H1.HESC.longPolyA	H1.HESC.longPolyA	3.11678883790376	0.340021103843744	none	low	none	low	mid	low	mid	mid	mid	low	low	mid	none	mid	mid	mid	none	mid	mid	high	mid	low	mid	mid	mid	none	high	low	mid	low	mid	mid	yes	unknown	derrienLncRNA	ENSG00000203279	ENSG00000203279	rest	nonFunctional	ENSG00000203279	0
ENSG00000203499.6	0.003132	0.000695	0.016374	0.041959	0.193019	0.000291	0.002735	0.006434	3.9e-05	0.467712	0.000826	0.802461	0.006526	0.021155	0.000207	0.202599	0.066875	0.041729	0.307822	0.009602	0.000609	0.002913	0.002436	0.024224	0.042466	0	0.048096	0.000323	0.047834	0.004074	0.166784	0.001108	3.14845896535163	2.533059	0.0283538312056361	0.07915809375	0	0.802461	MCF.7.longPolyA	none	1.7157160816913	0.310135743576029	mid	low	mid	mid	high	low	low	low	low	mid	low	high	low	mid	low	mid	mid	mid	high	low	low	mid	low	mid	mid	none	mid	low	mid	low	mid	low	yes	unknown	derrienLncRNA	ENSG00000203499	ENSG00000203499	rest	nonFunctional	ENSG00000203499	0
ENSG00000203875.4	0.003614	0.010121	0.003921	3.133777	0.010275	0.067264	0.190392	3.072329	0.0187	2.659051	1.426987	1.176654	0.011009	4.710735	0.365629	1.238943	0.065889	0.051743	2.519763	0.957283	0.017274	0.020808	1.112684	0.132245	4.001483	0.00169	0.980811	0.057762	0.071698	3.709514	0.328316	1.283048	3.83570584932619	33.411412	1.92880484427334	1.044106625	0.00169	4.710735	K562.longPolyA	none	1.17724728556888	0.168015931084479	mid	mid	mid	high	mid	high	high	high	mid	high	high	high	mid	high	high	high	mid	mid	high	high	high	high	high	high	high	low	high	high	mid	high	high	high	yes	unknown	derrienLncRNA	ENSG00000203875	ENSG00000203875	rest	nonFunctional	ENSG00000203875	1
ENSG00000204054.5	0.017598	0.02224	0.012056	0.298798	0.124445	0.098262	0.064166	0.57664	0.038759	0.115832	0.530466	0.183224	0.017627	0.338421	0.187354	0.124866	0.022168	0.386011	0.075454	0.321084	0.054033	0.040499	0.500617	0.015119	0.270424	0.025836	0.01734	0.005583	0.421859	0.397646	0.47781	0.009624	4.27017588181492	5.791861	0.0339167393204909	0.18099565625	0.005583	0.57664	BJ.longPolyA	none	1.08704422149582	0.128772317770273	high	high	mid	mid	high	high	high	high	high	mid	high	high	mid	high	mid	mid	mid	high	mid	high	high	high	high	mid	high	high	mid	mid	high	mid	high	mid	yes	unknown	derrienLncRNA	ENSG00000204054	ENSG00000204054	rest	nonFunctional	ENSG00000204054	0
ENSG00000204272.5	0.019783	0.019437	0.027689	0.97918	0.058312	0.049518	0.002369	0.995971	0.037098	1.310911	0.651524	0.256039	0.034339	0.020412	0.843386	0.533144	0.092457	0.052061	0.435591	0.014475	0.038024	0.027408	0.703833	0.110294	1.022169	0.031041	0.476107	0.045647	0.038376	0.904846	0.359655	0.23239	4.03078381119451	10.423486	0.15351563780548	0.3257339375	0.002369	1.310911	NHEK.longPolyA	none	1.28247970736737	0.154005914131517	high	high	high	high	high	mid	low	high	high	high	high	high	high	mid	high	high	high	mid	high	mid	high	high	high	high	high	high	high	high	mid	high	high	high	yes	unknown	derrienLncRNA	ENSG00000204272	ENSG00000204272	rest	nonFunctional	ENSG00000204272	0
ENSG00000205662.2	0	0.007536	0.017712	0	0.003522	0.029711	0.123312	0.078248	0.008332	1.056951	0.117285	0.044418	0	0.727239	0.110991	0.001185	0.16454	0.061921	0.627864	0.062099	0.037415	0.012846	0.792618	0.155815	0.105598	0.007452	0.182902	0.078098	0.043971	0.371447	0.072687	0.397362	3.76516758015165	5.501077	0.07057938216462	0.17190865625	0	1.056951	NHEK.longPolyA	none	1.3334935618419	0.212443050891371	none	mid	mid	none	low	mid	high	mid	mid	high	mid	mid	none	high	mid	low	high	mid	high	mid	high	mid	high	high	mid	mid	high	high	mid	mid	mid	high	yes	unknown	derrienLncRNA	ENSG00000205662	ENSG00000205662	rest	nonFunctional	ENSG00000205662	0
ENSG00000205663.4	0.000636	0.029836	0.05061	0.095189	0.061385	0.106115	0.360168	0.162857	0.031748	2.912	0.386377	0.141913	0.003245	1.401739	0.182312	0.147506	0.563831	0.155004	1.162328	0.215474	0.104452	0.042802	1.171916	0.458924	0.22277	0.032794	0.431372	0.324226	0.127469	0.668827	0.144613	0.804448	3.98611431115619	12.704886	0.342557788124802	0.3970276875	0.000636	2.912	NHEK.longPolyA	none	2.07741954814698	0.2427313088955	low	high	high	mid	high	high	high	mid	high	high	high	high	low	high	mid	mid	high	high	high	high	high	high	high	high	high	high	high	high	high	high	mid	high	yes	unknown	derrienLncRNA	ENSG00000205663	ENSG00000205663	rest	nonFunctional	ENSG00000205663	0
ENSG00000212978.4	0.005995	0.007568	0.004066	0.567443	0.015739	0.009767	0	0.305687	0.010911	0.769335	0.318966	0.138324	0.011538	0.000193	0.192829	0.615871	0.018949	0.042736	0.168832	0.099812	0.007248	0.031353	0.259028	0.030101	0.314874	0.01063	0.048833	0.009002	0.050989	0.781336	0.223523	0.087378	3.84274458716984	5.158856	0.0514769738919355	0.16121425	0	0.781336	NHLF.longPolyA	none	1.01559918631025	0.177410020681082	mid	mid	mid	high	mid	mid	none	mid	mid	high	high	high	mid	low	mid	high	mid	mid	mid	mid	mid	high	high	mid	high	mid	mid	mid	mid	high	high	mid	yes	unknown	derrienLncRNA	ENSG00000212978	ENSG00000212978	rest	nonFunctional	ENSG00000212978	0
ENSG00000214049.3	0	0	0.001834	0	0.002149	0.011816	0.432778	0	0	0.035574	0.000421	0.006841	0.006354	2.810339	0	0.111599	0.003341	0.565137	0.010682	0.020821	0	0	0	0	0	0	0.000581	9.3e-05	0.629138	0.000379	2.456848	0.000331	2.12552533745719	7.107056	0.428150569672903	0.2220955	0	2.810339	K562.longPolyA	none	1.14387988186489	0.367576520781299	none	none	low	none	low	mid	high	none	none	low	low	mid	low	high	none	mid	low	high	mid	mid	none	none	none	none	none	none	low	low	high	low	high	low	yes	unknown	derrienLncRNA	ENSG00000214049	ENSG00000214049	rest	nonFunctional	ENSG00000214049	1
ENSG00000214548.7	0.026833	0.070414	0.00016	0.698287	0.000548	0.722478	0	2.347396	0.19907	0.186098	1.953851	6.4e-05	0.041477	0.000305	1.963067	0.406251	0.019196	0	0.101033	0.000965	0.000257	0.043269	0.003701	0.000574	0.432577	0.069909	0.000183	0.002893	0	1.393215	0	0.007637	3.13422910893623	10.691708	0.419710708587016	0.334115875	0	2.347396	BJ.longPolyA	none	1.19577986894996	0.234971590000452	high	high	low	high	low	high	none	high	high	mid	high	low	high	low	high	high	mid	none	mid	low	low	high	low	low	high	high	low	low	none	high	none	mid	yes	unknown	derrienLncRNA	ENSG00000214548	ENSG00000214548	rest	nonFunctional	ENSG00000214548	1
ENSG00000214719.4	0.009244	0.020838	0.017244	0.362907	0.006715	0.062194	0.001968	0.388688	0.028303	0.281468	0.502198	0.057832	0.019709	0.006059	0.219961	0.301827	0.069017	0.348055	0.172587	0.604101	0.023911	0.047808	0.30485	0.430649	0.435742	0.020696	0.33741	0.079034	0.330872	0.397782	0.172848	0.153074	4.34676806691297	6.215591	0.0319025985043054	0.19423721875	0.001968	0.604101	HEPG2.longPolyA	none	1.20291399009952	0.126409049884219	mid	high	mid	high	mid	high	low	high	high	mid	high	mid	mid	low	high	high	mid	high	mid	high	high	high	high	high	high	high	high	high	high	mid	high	high	yes	unknown	derrienLncRNA	ENSG00000214719	ENSG00000214719	rest	nonFunctional	ENSG00000214719	0
